"Dragon, Great Wyrm Red",MM,75,Dragon (Fire),26
"Dragon, Wyrmling White",MM,77,Dragon (Cold),2
"Dragon, Very Young White",MM,77,Dragon (Cold),3
"Dragon, Young White",MM,77,Dragon (Cold),4
"Dragon, Juvenile White",MM,77,Dragon (Cold),6
"Dragon, Young Adult White",MM,77,Dragon (Cold),8
"Dragon, Adult White",MM,77,Dragon (Cold),10
"Dragon, Mature Adult White",MM,77,Dragon (Cold),12
"Dragon, Old White",MM,77,Dragon (Cold),15
"Dragon, Very Old White",MM,77,Dragon (Cold),17
"Dragon, Ancient White",MM,77,Dragon (Cold),18
"Dragon, Wyrm White",MM,77,Dragon (Cold),19
"Dragon, Great Wyrm White",MM,77,Dragon (Cold),21
"Dragon, Wyrmling Brass",MM,79,Dragon (Fire),3
"Dragon, Very Young Brass",MM,79,Dragon (Fire),4
"Dragon, Young Brass",MM,79,Dragon (Fire),6
"Dragon, Juvenile Brass",MM,79,Dragon (Fire),8
"Dragon, Young Adult Brass",MM,79,Dragon (Fire),10
"Dragon, Adult Brass",MM,79,Dragon (Fire),12
"Dragon, Mature Adult Brass",MM,79,Dragon (Fire),15
"Dragon, Old Brass",MM,79,Dragon (Fire),17
"Dragon, Very Old Brass",MM,79,Dragon (Fire),19
"Dragon, Ancient Brass",MM,79,Dragon (Fire),20
"Dragon, Wyrm Brass",MM,79,Dragon (Fire),21
"Dragon, Great Wyrm Brass",MM,79,Dragon (Fire),23
"Dragon, Wyrmling Bronze",MM,80,Dragon (Water),3
"Dragon, Very Young Bronze",MM,80,Dragon (Water),5
"Dragon, Young Bronze",MM,80,Dragon (Water),7
"Dragon, Juvenile Bronze",MM,80,Dragon (Water),9
"Dragon, Young Adult Bronze",MM,80,Dragon (Water),12
"Dragon, Adult Bronze",MM,80,Dragon (Water),15
"Dragon, Mature Adult Bronze",MM,80,Dragon (Water),17
"Dragon, Old Bronze",MM,80,Dragon (Water),19
"Dragon, Very Old Bronze",MM,80,Dragon (Water),20
"Dragon, Ancient Bronze",MM,80,Dragon (Water),22
"Dragon, Wyrm Bronze",MM,80,Dragon (Water),23
"Dragon, Great Wyrm Bronze",MM,80,Dragon (Water),25
"Dragon, Wyrmling Copper",MM,82,Dragon (Earth),3
"Dragon, Very Young Copper",MM,82,Dragon (Earth),5
"Dragon, Young Copper",MM,82,Dragon (Earth),7
"Dragon, Juvenile Copper",MM,82,Dragon (Earth),9
"Dragon, Young Adult Copper",MM,82,Dragon (Earth),11
"Dragon, Adult Copper",MM,82,Dragon (Earth),14
"Dragon, Mature Adult Copper",MM,82,Dragon (Earth),16
"Dragon, Old Copper",MM,82,Dragon (Earth),19
"Dragon, Very Old Copper",MM,82,Dragon (Earth),20
"Dragon, Ancient Copper",MM,82,Dragon (Earth),22
"Dragon, Wyrm Copper",MM,82,Dragon (Earth),23
"Dragon, Great Wyrm Copper",MM,82,Dragon (Earth),25
"Dragon, Wyrmling Gold",MM,84,Dragon (Fire),5
"Dragon, Very Young Gold",MM,84,Dragon (Fire),7
"Dragon, Young Gold",MM,84,Dragon (Fire),9
"Dragon, Juvenile Gold",MM,84,Dragon (Fire),11
"Dragon, Young Adult Gold",MM,84,Dragon (Fire),14
"Dragon, Adult Gold",MM,84,Dragon (Fire),16
"Dragon, Mature Adult Gold",MM,84,Dragon (Fire),19
"Dragon, Old Gold",MM,84,Dragon (Fire),21
"Dragon, Very Old Gold",MM,84,Dragon (Fire),22
"Dragon, Ancient Gold",MM,84,Dragon (Fire),24
"Dragon, Wyrm Gold",MM,84,Dragon (Fire),25
"Dragon, Great Wyrm Gold",MM,84,Dragon (Fire),27
"Dragon, Wyrmling Silver",MM,86,Dragon (Cold),4
"Dragon, Very Young Silver",MM,86,Dragon (Cold),5
"Dragon, Young Silver",MM,86,Dragon (Cold),7
"Dragon, Juvenile Silver",MM,86,Dragon (Cold),10
"Dragon, Young Adult Silver",MM,86,Dragon (Cold),13
"Dragon, Adult Silver",MM,86,Dragon (Cold),15
"Dragon, Mature Adult Silver",MM,86,Dragon (Cold),18
"Dragon, Old Silver",MM,86,Dragon (Cold),20
"Dragon, Very Old Silver",MM,86,Dragon (Cold),21
"Dragon, Ancient Silver",MM,86,Dragon (Cold),23
"Dragon, Wyrm Silver",MM,86,Dragon (Cold),24
"Dragon, Great Wyrm Silver",MM,86,Dragon (Cold),26
"Dragon, Wyrmling Amethyst",MM2,79,Dragon (Earth),3
"Dragon, Very Young Amethyst",MM2,79,Dragon (Earth),4
"Dragon, Young Amethyst",MM2,79,Dragon (Earth),6
"Dragon, Juvenile Amethyst",MM2,79,Dragon (Earth),8
"Dragon, Young Adult Amethyst",MM2,79,Dragon (Earth),11
"Dragon, Adult Amethyst",MM2,79,Dragon (Earth),14
"Dragon, Mature Adult Amethyst",MM2,79,Dragon (Earth),16
"Dragon, Old Amethyst",MM2,79,Dragon (Earth),18
"Dragon, Very Old Amethyst",MM2,79,Dragon (Earth),19
"Dragon, Ancient Amethyst",MM2,79,Dragon (Earth),21
"Dragon, Wyrm Amethyst",MM2,79,Dragon (Earth),23
"Dragon, Great Wyrm Amethyst",MM2,79,Dragon (Earth),25
"Dragon, Wyrmling Crystal",MM2,81,Dragon (Air),2
"Dragon, Very Young Crystal",MM2,81,Dragon (Air),3
"Dragon, Young Crystal",MM2,81,Dragon (Air),4
"Dragon, Juvenile Crystal",MM2,81,Dragon (Air),7
"Dragon, Young Adult Crystal",MM2,81,Dragon (Air),10
"Dragon, Adult Crystal",MM2,81,Dragon (Air),12
"Dragon, Mature Adult Crystal",MM2,81,Dragon (Air),15
"Dragon, Old Crystal",MM2,81,Dragon (Air),17
"Dragon, Very Old Crystal",MM2,81,Dragon (Air),18
"Dragon, Ancient Crystal",MM2,81,Dragon (Air),20
"Dragon, Wyrm Crystal",MM2,81,Dragon (Air),21
"Dragon, Great Wyrm Crystal",MM2,81,Dragon (Air),23
"Dragon, Wyrmling Emerald",MM2,82,Dragon (Air),2
"Dragon, Very Young Emerald",MM2,82,Dragon (Air),4
"Dragon, Young Emerald",MM2,82,Dragon (Air),6
"Dragon, Juvenile Emerald",MM2,82,Dragon (Air),8
"Dragon, Young Adult Emerald",MM2,82,Dragon (Air),11
"Dragon, Adult Emerald",MM2,82,Dragon (Air),14
"Dragon, Mature Adult Emerald",MM2,82,Dragon (Air),16
"Dragon, Old Emerald",MM2,82,Dragon (Air),18
"Dragon, Very Old Emerald",MM2,82,Dragon (Air),19
"Dragon, Ancient Emerald",MM2,82,Dragon (Air),21
"Dragon, Wyrm Emerald",MM2,82,Dragon (Air),22
"Dragon, Great Wyrm Emerald",MM2,82,Dragon (Air),24
"Dragon, Wyrmling Sapphire",MM2,84,Dragon (Earth),2
"Dragon, Very Young Sapphire",MM2,84,Dragon (Earth),4
"Dragon, Young Sapphire",MM2,84,Dragon (Earth),6
"Dragon, Juvenile Sapphire",MM2,84,Dragon (Earth),8
"Dragon, Young Adult Sapphire",MM2,84,Dragon (Earth),10
"Dragon, Adult Sapphire",MM2,84,Dragon (Earth),13
"Dragon, Mature Adult Sapphire",MM2,84,Dragon (Earth),15
"Dragon, Old Sapphire",MM2,84,Dragon (Earth),18
"Dragon, Very Old Sapphire",MM2,84,Dragon (Earth),19
"Dragon, Ancient Sapphire",MM2,84,Dragon (Earth),21
"Dragon, Wyrm Sapphire",MM2,84,Dragon (Earth),22
"Dragon, Great Wyrm Sapphire",MM2,84,Dragon (Earth),24
"Dragon, Wyrmling Topaz",MM2,85,Dragon (Water),3
"Dragon, Very Young Topaz",MM2,85,Dragon (Water),4
"Dragon, Young Topaz",MM2,85,Dragon (Water),6
"Dragon, Juvenile Topaz",MM2,85,Dragon (Water),9
"Dragon, Young Adult Topaz",MM2,85,Dragon (Water),12
"Dragon, Adult Topaz",MM2,85,Dragon (Water),14
"Dragon, Mature Adult Topaz",MM2,85,Dragon (Water),17
"Dragon, Old Topaz",MM2,85,Dragon (Water),19
"Dragon, Very Old Topaz",MM2,85,Dragon (Water),20
"Dragon, Ancient Topaz",MM2,85,Dragon (Water),22
"Dragon, Wyrm Topaz",MM2,85,Dragon (Water),23
"Dragon, Great Wyrm Topaz",MM2,85,Dragon (Water),25
"Dragon, Wyrmling Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",4
"Dragon, Very Young Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",5
"Dragon, Young Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",7
"Dragon, Juvenile Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",9
"Dragon, Young Adult Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",11
"Dragon, Adult Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",13
"Dragon, Mature Adult Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",16
"Dragon, Old Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",18
"Dragon, Very Old Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",20
"Dragon, Ancient Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",21
"Dragon, Wyrm Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",22
"Dragon, Great Wyrm Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",24
"Dragon, Wyrmling Brown",Mon,38,Dragon (Earth),2
"Dragon, Very Young Brown",Mon,38,Dragon (Earth),3
"Dragon, Young Brown",Mon,38,Dragon (Earth),5
"Dragon, Juvenile Brown",Mon,38,Dragon (Earth),7
"Dragon, Young Adult Brown",Mon,38,Dragon (Earth),10
"Dragon, Adult Brown",Mon,38,Dragon (Earth),13
"Dragon, Mature Adult Brown",Mon,38,Dragon (Earth),15
"Dragon, Old Brown",Mon,38,Dragon (Earth),17
"Dragon, Very Old Brown",Mon,38,Dragon (Earth),18
"Dragon, Ancient Brown",Mon,38,Dragon (Earth),20
"Dragon, Wyrm Brown",Mon,38,Dragon (Earth),22
"Dragon, Great Wyrm Brown",Mon,38,Dragon (Earth),24
"Dragon, Wyrmling Deep",Mon,40,Dragon (Earth),2
"Dragon, Very Young Deep",Mon,40,Dragon (Earth),4
"Dragon, Young Deep",Mon,40,Dragon (Earth),6
"Dragon, Juvenile Deep",Mon,40,Dragon (Earth),8
"Dragon, Young Adult Deep",Mon,40,Dragon (Earth),11
"Dragon, Adult Deep",Mon,40,Dragon (Earth),14
"Dragon, Mature Adult Deep",Mon,40,Dragon (Earth),16
"Dragon, Old Deep",Mon,40,Dragon (Earth),18
"Dragon, Very Old Deep",Mon,40,Dragon (Earth),19
"Dragon, Ancient Deep",Mon,40,Dragon (Earth),21
"Dragon, Wyrm Deep",Mon,40,Dragon (Earth),22
"Dragon, Great Wyrm Deep",Mon,40,Dragon (Earth),24
"Dragon, Wyrmling Fang",Mon,41,Dragon (Air),2
"Dragon, Very Young Fang",Mon,41,Dragon (Air),3
"Dragon, Young Fang",Mon,41,Dragon (Air),4
"Dragon, Juvenile Fang",Mon,41,Dragon (Air),6
"Dragon, Young Adult Fang",Mon,41,Dragon (Air),8
"Dragon, Adult Fang",Mon,41,Dragon (Air),10
"Dragon, Mature Adult Fang",Mon,41,Dragon (Air),12
"Dragon, Old Fang",Mon,41,Dragon (Air),15
"Dragon, Very Old Fang",Mon,41,Dragon (Air),17
"Dragon, Ancient Fang",Mon,41,Dragon (Air),18
"Dragon, Wyrm Fang",Mon,41,Dragon (Air),19
"Dragon, Great Wyrm Fang",Mon,41,Dragon (Air),21
"Dragon, Wyrmling Song",Mon,44,Dragon (Electricity),2
"Dragon, Very Young Song",Mon,44,Dragon (Electricity),4
"Dragon, Young Song",Mon,44,Dragon (Electricity),6
"Dragon, Juvenile Song",Mon,44,Dragon (Electricity),8
"Dragon, Young Adult Song",Mon,44,Dragon (Electricity),10
"Dragon, Adult Song",Mon,44,Dragon (Electricity),13
"Dragon, Mature Adult Song",Mon,44,Dragon (Electricity),15
"Dragon, Old Song",Mon,44,Dragon (Electricity),18
"Dragon, Very Old Song",Mon,44,Dragon (Electricity),19
"Dragon, Ancient Song",Mon,44,Dragon (Electricity),21
"Dragon, Wyrm Song",Mon,44,Dragon (Electricity),22
"Dragon, Great Wyrm Song",Mon,44,Dragon (Electricity),24
"Dragon, Wyrmling Sand",Sa,152,Dragon (Earth),2
"Dragon, Very Young Sand",Sa,152,Dragon (Earth),3
"Dragon, Young Sand",Sa,152,Dragon (Earth),5
"Dragon, Juvenile Sand",Sa,152,Dragon (Earth),7
"Dragon, Young Adult Sand",Sa,152,Dragon (Earth),9
"Dragon, Adult Sand",Sa,152,Dragon (Earth),12
"Dragon, Mature Adult Sand",Sa,152,Dragon (Earth),14
"Dragon, Old Sand",Sa,152,Dragon (Earth),16
"Dragon, Very Old Sand",Sa,152,Dragon (Earth),18
"Dragon, Ancient Sand",Sa,152,Dragon (Earth),21
"Dragon, Wyrm Sand",Sa,152,Dragon (Earth),24
"Dragon, Great Wyrm Sand",Sa,152,Dragon (Earth),27
"Dragon, Wyrmling Rattelyr",ShS,63,Dragon (Fire),2
"Dragon, Very Young Rattelyr",ShS,63,Dragon (Fire),3
"Dragon, Young Rattelyr",ShS,63,Dragon (Fire),4
"Dragon, Juvenile Rattelyr",ShS,63,Dragon (Fire),6
"Dragon, Young Adult Rattelyr",ShS,63,Dragon (Fire),8
"Dragon, Adult Rattelyr",ShS,63,Dragon (Fire),10
"Dragon, Mature Adult Rattelyr",ShS,63,Dragon (Fire),12
"Dragon, Old Rattelyr",ShS,63,Dragon (Fire),14
"Dragon, Very Old Rattelyr",ShS,63,Dragon (Fire),16
"Dragon, Ancient Rattelyr",ShS,63,Dragon (Fire),18
"Dragon, Wyrm Rattelyr",ShS,63,Dragon (Fire),19
"Dragon, Great Wyrm Rattelyr",ShS,63,Dragon (Fire),20
