Name,Book,Type,Subtype,Size,HD,CR,Environment,Misc
Halfling;  Deep,['(MM p150)'],Humanoid,Halfling,Small ,1,0.5,Warm Hills,Lvl +0
Halfling;  Lightfoot,['(MM p149)'],Humanoid,Halfling,Small ,1,0.5,Warm Plains,Lvl +0
Halfling;  Tallfellow,['(MM p149)'],Humanoid,Halfling,Small ,1,0.5,Temperate Forests,Lvl +0
Half-Orc,['(MM p204)'],Humanoid,Orc,Medium ,1,0.5,Temperate Hills,Lvl +0
Hobgoblin,['(MM p153)'],Humanoid,Goblinoid,Medium ,1,0.5,Warm Hills,Lvl +1
Kenku,['(MM3 p08) - (MM3Errata)'],Humanoid,Kenku,Small ,1,0.5,Temperate Plains,Lvl +0
Locathah,['(MM p169)'],Humanoid,Aquatic,Medium ,2,0.5,Warm Aquatic,Lvl +1
Merfolk,['(MM p185)'],Humanoid,Aquatic,Medium ,1,0.5,Temperate Aquatic,Lvl +1
Neanderthal,['(Frost p145)'],Humanoid,Human,Medium ,1,0.5,Cold Hills,Lvl +0
Norker,['(DR343 p053)'],Humanoid,Goblinoid,Small ,1,0.5,Temparate Land; Warm Land; Underground,Lvl +1
Orc,['(MM p203)'],Humanoid,Orc,Medium ,1,0.5,Temperate Hills,Lvl +0
Phanaton,['(DR339 p062)'],Humanoid,Phanaton,Small ,1,0.5,Temperate Forest; Warm Forest,-
Shifter,['(MM3 p150)'],Humanoid,Shapeshifter,Medium ,1,0.5,Temperate Plains,Lvl +0
Tortle,['(DR315 p072)'],Humanoid,Tortle,Medium ,1,0.5,Temperate Marshes,Lvl +0
Drow,['(MM p103)'],Humanoid,Elf,Medium ,1,1,Underground,Lvl +2
Duergar,['(MM p09) - (DR325 p066)'],Humanoid,Dwarf,Medium ,1,1,Underground,Lvl +1
Dwarf;  Frost,['(Planar p113)'],Humanoid,Dwarf;Extraplanar,Medium ,1,1,Plane of Abyss,Lvl +1
Dwarf;  Glacier,['(Frost p122)'],Humanoid,Dwarf,Medium ,1,1,Cold Mountains,Lvl +0
Garuda,['(DR352 p052)'],Humanoid,Garuda,Medium ,3,1,Warm Desert,Bas-Lag
Gith,['(DU110 p088)'],Humanoid,Gith,Medium ,1,1,Underground,Dark Sun
Githyanki,['(MM p12) - (MotP p174)'],Humanoid,Extraplanar,Medium ,1,1,Plane of Astral,Lvl +2
Githzerai,['(MM p12) - (Eb p9)+ - (MotP p176)'],Humanoid,Extraplanar,Medium ,1,1,Plane of Limbo; Plane of Kythri,Lvl +2
Gnoll,['(MM p130)'],Humanoid,Gnoll,Medium ,2,1,Warm Plains,Lvl +1
Gnome;  Fire,['(Planar p125)'],Humanoid,Gnome;Extraplanar,Small ,1,1,Plane of Fire; Plane of Bytopia,Lvl +1
Gnome;  Svirfneblin,['(MM p132)'],Humanoid,Gnome,Small ,1,1,Underground,Lvl +3
Goblin;  Forestkith;  Barbarian 1st,['(MM3 p064)'],Humanoid,Goblinoid,Small ,1,1,Temperate Forests,Leveled Up; Lvl +1
Kenku Sneak;  Rogue 1st,['(MM3 p08) - (MM3Errata)'],Humanoid,Kenku,Small ,1,1,Temperate Plains,Lvl +0
Lizardfolk,['(MM p169)'],Humanoid,Reptilian,Medium ,2,1,Temperate Marshes,Lvl +1
Lizardfolk;  Poison Dusk,['(MM3 p09) - (MM3Errata)'],Humanoid,Reptilian,Small ,1,1,Temperate Marshes,Lvl +1
Quinametin,['(DR317 p065)'],Humanoid,Quinametin,Large ,2,1,Any Land,Lvl +2
Selkie,['(FF p148)'],Humanoid,Shapechanger;Aquatic,Medium ,3,1,Cold Aquatic,Lvl +1
Troglodyte,['(MM p246)'],Humanoid,Reptilian,Medium ,2,1,Underground,Lvl +2
Varag,['(MM4 p168)'],Humanoid,Goblinoid,Medium ,3,1,Warm Hills,-
Belgoi,['(DU111 p088)'],Humanoid,Psionic;Belgoi,Medium ,4,2,Warm Deserts,Dark Sun
Bugbear,['(MM p029)'],Humanoid,Goblinoid,Medium ,3,2,Temperate Mountains,Lvl +1
Crucian,['(Sand p144)'],Humanoid,-,Medium ,3,2,Warm Deserts,Lvl +2
Dwarf;  Glacier;  Ranger 2nd,['(Frost p122)'],Humanoid,Dwarf,Medium ,2,2,Cold Mountains,Leveled Up; Lvl +0
Flind,['(MM3 p062)'],Humanoid,Gnoll,Medium ,2,2,Warm Plains,Leveled Up; Lvl +2
Lycanthrope;  Wererat / Human,['(MM p173)'],Humanoid,Human;Shapechanger,Medium ,2,2,Any,Template - Lycanthrope; Lvl +3
Orc;  Snow Shaman,['(Frost p146)'],Humanoid,Orc,Medium ,3,2,Cold Hills,Lvl +0
Phaerlock,['(Und p097)'],Humanoid,Reptilian,Medium ,2,2,Underground,Lvl +2
Aventi Sergeant;  Fighter 3rd,['(Storm p138)'],Humanoid,Aquatic;Human,Medium ,3,3,Temperate Aquatic,Lvl +0
Leveled Up Bugbear;  Chameleon,['(Und p083)'],Humanoid,Goblinoid;Reptilian,Medium ,3,3,Underground,Template - Chameleon
Changeling Spy;  Rogue 3rd,['(MM3 p025)'],Humanoid,Shapechanger,Medium ,3,3,Any,Leveled Up; Lvl +0
Darfellan Barbarian 3rd,['(Storm p143)'],Humanoid,Darfellan,Medium ,3,3,Temperate Aquatic,Lvl +0
Leveled Up Dark Creeper,['(FF p038)'],Humanoid,DarkOne,Small ,1,3,Underground,Lvl +4
Elf;  Aquatic Dolphin Rider;  Druid 1st / Fighter 2nd,['(Storm p148)'],Humanoid,Elf;Aquatic,Medium ,3,3,Temperate Aquatic,Lvl +0
Leveled Up Gnoll;  Half-Vampire;  Barbarian 1st,['(LM p106)'],Humanoid,Gnoll,Medium ,2,3,Warm Plains,Template - Half-Vampire
Hadozee First Mate;  Ranger 3rd,['(Storm p151)'],Humanoid,Hadozee,Medium ,3,3,Warm Forest,Any Aquatic (seagoing)
Leveled Up Lizardfolk;  Blackscale,['(MM3 p095)'],Humanoid,Reptilian,Large ,4,3,Temperate Forests,Lvl +3
Lycanthrope;  Werewolf / Human,['(MM p175)'],Humanoid,Human;Shapechanger,Medium ,3,3,Temperate Forests,Lvl +3
Dark Stalker,['(FF p038)'],Humanoid,DarkOne,Medium ,3,4,Underground,Lvl +4
Lizardfolk;  Poison Dusk;  Ranger 4th,['(MM3 p09) - (MM3Errata)'],Humanoid,Reptilian,Small ,4,4,Temperate Marshes,Leveled Up; Lvl +1
Lycanthrope;  Wereboar / Human,['(MM p172)'],Humanoid,Human;Shapechanger,Medium ,4,4,Temperate Forests,Template - Lycanthrope; Lvl +3
Lycanthrope;  Werecrocodile / Human,['(Sand p167)'],Humanoid,Shapechanger;Human,Medium ,4,4,Warm Marshes,Template - Lycanthrope; Lvl +3
Madborn Half-Elf;  Rgr 3rd,['(5Nat p124)'],Humanoid,Elf,Medium ,3,4,Cold Forest,Template - Madborn
Fighter;  Scorned,['(DU136 p061)'],Humanoid,Human,Medium ,5,5,Adventure,Template - Scorned
Inspired,['(Eb p29) - (EbEratta)'],Humanoid,Psionic;Human,Medium ,4,5,Any,Template - ; Lycanthrope;  Werebear / Human
Lycanthrope;  Weretiger / Human,['(MM p174)'],Humanoid,Human;Shapechanger,Medium ,7,5,Warm Forests,Template - Lycanthrope; Lvl +3
Varag Pack Leader;  Scout 4th,['(MM4 p168)'],Humanoid,Goblinoid,Medium ,7,5,Warm Hills,Leveled Up
Half-Janni;  Fighter 5th,['(Sand p165)'],Humanoid,-,Medium ,5,6,Warm Deserts; Warm Mountains,Lvl +3
Drow;  Loth-Touched Ranger 5th,['(MM4 p092)'],Humanoid,Elf,Medium ,5,7,Underground,Template - Lolth-Touched
"Mob of Humans (aka ""Riot"")",['(DMG2 p061)'],Humanoid,Mob,Medium ,30,8,Any,Template - Mob
Barbarian;  Scorned,['(DU136 p062)'],Humanoid,Human,Medium ,9,9,Adventure,Template - Scorned
Human;  Woodling;  Druid 9th,['(MM3 p19) - (MM3Errata) - (Eb p97)+ '],Humanoid,Human,Medium ,9,11,Warm Forests; Plane of Lamannia,Template - Woodling; Leveled Up; Lvl +3
"Lycanthrope;  Werewolf / Human Fighter 10th (aka ""Werewolf Lord"")",['(MM p176)'],Humanoid,Human;Shapechanger,Medium ,16,14,Temperate Forests,Template - Lycanthrope; Advanced; Lvl +3
Elysian Thrush,['(Planar p118)'],Magical Beast,Good;Extraplanar,Tiny,1,0.25,Plane of Elysian,-
Moonrat,['(MM2 p15) - (3.5up p35)'],Magical Beast,-,Tiny,0.25,0.25,Any,-
Monkey;  Flying,['(DR334 p039)'],Magical Beast,-,Tiny,1,0.3,Warm Hills; Warm Forests,-
Blood Hawk,['(FF p022)'],Magical Beast,-,Small ,1,0.5,Any Forest; Any Hills; Any Plains; Any Mountains,-
Corollax,['(MM2 p05) - (3.5up p31)'],Magical Beast,-,Tiny,1,0.5,Warm Forest,Companion
Dire Rat;  Fiendish,['(MM p10) - (Eb p97)'],Magical Beast,AugmentedAnimal;Extraplanar,Small ,1,0.5,Lower Planes; Plane of Lamannia,Template - Fiendish
Floater,['(DU110 p088)'],Magical Beast,Psionic,Tiny,1,0.5,Warm Deserts,Dark Sun
Skiurid,['(MM4 p126)'],Magical Beast,Extraplanar,Tiny,0.5,0.5,Plane of Shadow; Plane of Mabar,-
Stirge,['(MM p236)'],Magical Beast,-,Tiny,1,0.5,Warm Marshes,-
Tirbana Eyewing,['(MM5 p172)'],Magical Beast,-,Tiny,1,0.5,Any,-
Abrian,['(FF p012)'],Magical Beast,Extraplanar,Medium ,2,1,Plane of Abyss,Lvl +1
Ash Rat,['(MM2 p02) - (3.5up p30)'],Magical Beast,Fire,Small ,1,1,Any Warm Land,-
Darkmantle,['(MM p038)'],Magical Beast,-,Small ,1,1,Underground,-
Elven Hound,['(RotW p189)'],Magical Beast,-,Medium ,2,1,Temperate Forests,-
Flame Snake;  Minor,['(FF p073)'],Magical Beast,Fire,Small ,1,1,Any,-
Krenshar,['(MM p163)'],Magical Beast,-,Medium ,2,1,Temperate Forests,Lvl +2
Shadow Asp,['(FF p152)'],Magical Beast,-,Tiny,1,1,Any,-
ur’Epona,['(Planar p131)'],Magical Beast,Extraplanar,Large ,3,1,Plane of Outlands,-
Zhackal,['(DU111 p098)'],Magical Beast,Psionic,Small ,1,1,Warm Deserts,Dark Sun
Ashworm,['(Sand p140)'],Magical beast,-,Large ,3,2,Warm Deserts; Warm Plains,-
Blink Dog,['(MM p028)'],Magical Beast,-,Medium ,4,2,Temperate Plains,Cohort +2
Bloodsilk Spider,['(MM4 p024)'],Magical Beast,-,Small ,2,2,Warm Forest; Warm Marshes; Temperate Forest; Temperate Marshes,-
Branta,['(Frost p113)'],Magical Beast,Cold,Large ,3,2,Cold Forests,-
Cloaked Ape,['(MM2 p04) - (3.5up p31)'],Magical Beast,-,Medium ,4,2,Warm Forest,Lvl +2
Cranium Rat Swarm;  Lesser Pack,['(FF p16) - (3.5up p25)'],Magical Beast,Swarm;Extraplanar,Diminutive ,6,2,Outer Planes,-
Death Dog,['(FF p041)'],Magical Beast,-,Medium ,2,2,Any,-`
Displacer Serpent,['(Mini p061)'],Magical Beast,-,Medium ,2,2,Warm Forest,-
Gem Scarab,['(MM5 p062)'],Magical Beast,-,Small ,2,2,Warm Plains,-
Giant Scarab Beetle,['(DU134 p034)'],Magical Beast,-,Large ,5,2,Underground,-
Greenspawn Leaper,['(MM4 p144)'],Magical Beast,Dragonblood,Medium ,3,2,Warm Forests; Temperate Forests,-
Grimalkin,['(MM2 p12) - (3.5up p34)'],Magical Beast,Shapechanger,Medium ,4,2,Temperate Plains,-
Hippocampus,['(Storm p153)'],Magical Beast,Aquatic,Large ,3,2,Temperate Aquatic,-
Hippogriff,['(MM p152)'],Magical Beast,-,Large ,3,2,Warm Hills,-
Jackalwere,['(FF p10) - (3.5up p24)'],Magical Beast,Shapechanger,Medium ,4,2,Temperate Land,-
Krenshar;  Savage,['(DU140 p024)'],Magical Beast,Chaotic,Medium ,2,2,Temperate Forests,Template - Savage
Kruthik;  Hatchling,['(Mini p062)'],Magical Beast,-,Small ,4,2,Warm Plains,-
Phase Wasp,['(MM2 p16) - (3.5up p35)'],Magical Beast,-,Tiny,2,2,Any Temperate Land; Any Warm Land,-
Raven;  Giant,['(Frost p148)'],Magical Beast,-,Large ,3,2,Cold Mountains,Cohort +2
Rockhound,['(DR357 p040)'],Magical Beast,-,Small ,3,2,Underground,-
Magical Shadestriker,['(DR357 p042)'],Magical Beast,-,Tiny,2,2,Underground,-
Shocker Lizard,['(MM p224)'],Magical Beast,-,Small ,2,2,Warm Marshes,Familiar
Terlen,['(FF p174)'],Magical Beast,Extraplanar,Medium ,4,2,Plane of Carceri; Plane of Gehenna; Plane of Hades,-
Thrum Worm,['(RoS p190)'],Magical Beast,-,Medium ,2,2,Underground,-
Tirbana Drowser,['(MM5 p173)'],Magical Beast,-,Small ,3,2,Any,-
Tomb Spider Broodswarm,['(MM4 p164)'],Magical Beast,Swarm,Tiny,3,2,Temperate Forests; Underground,-
Worg,['(MM p256)'],Magical Beast,-,Medium ,4,2,Temperate Plains,Cohort +1
"Yeshir (aka ""Halfling Hound"")",['(DU106 p090)'],Magical Beast,-,Medium ,3,2,Any Land,-
Ankheg,['(MM p014)'],Magical Beast,-,Large ,3,3,Warm Plains,-
Camelopardel,['(Sand p141)'],Magical Beast,-,Large ,5,3,Warm Deserts,-
Cave Fisher,['(DR355 p035)'],Magical Beast,-,Medium ,3,3,Underground,-
Cockatrice,['(MM p037)'],Magical Beast,-,Small ,5,3,Temperate Plains,-
Cranial Encyster,['(DR330 p034)'],Magical Beast,Psionic;Extraplanar,Tiny,1,3,Plane of Far Realm,-
Ethereal Marauder,['(MM p105)'],Magical Beast,Extraplanar,Medium ,2,3,Plane of Ethereal,-
Giant Eagle,['(MM p093)'],Magical Beast,-,Large ,4,3,Temperate Mountains,Cohort +2
Giant Owl,['(MM p205)'],Magical Beast,-,Large ,4,3,Temperate Forests,Cohort +2
Guardian Steed,['(DR309 p030)'],Magical Beast,-,Large ,4,3,Any,Cohort 6th; Paladin 7th
Ice Toad,['(Frost p140)'],Magical Beast,Cold,Large ,4,3,Cold Marshes,-
Pegasus,['(MM p206)'],Magical Beast,-,Large ,4,3,Temperate Forests,Cohort +2
Phoera,['(MM3 p12) - (MM3Errata) - (Eb p96)+'],Magical Beast,Fire,Medium ,3,3,Temperate Forests; Plane of Fernia,-
Rasclinn,['(DU111 p096)'],Magical Beast,Psionic,Medium ,3,3,Warm Deserts,Dark Sun
Rylkar Madclaw,['(MM5 p137)'],Magical Beast,-,Small ,4,3,Underground,-
Sand Hunter,['(Sand p183)'],Magical Beast,-,Medium ,3,3,Warm Deserts,-
Seawolf,['(Storm p158)'],Magical Beast,Shapechanger,Medium ,4,3,Temperate Aquatic,Lvl +2
Senmurv,['(FF p149)'],Magical Beast,-,Large ,3,3,Any Mountains; Any Forest,-
Shimmerwing,['(DR357 p043)'],Magical Beast,-,Tiny,3,3,Underground,-
Simpathetic,['(DR351 p053)'],Magical Beast,Extraplanar,Tiny,1,3,Lower Planes,-
Stone Flyer,['(Und p099)'],Magical Beast,Earth;Extraplanar,Large ,5,3,Underground,Cohort +5
Unicorn,['(MM p249)'],Magical Beast,-,Large ,4,3,Temperate Forests,Cohort +4
Vazalka,['(MM3 p122)'],Magical Beast,Cold,Mediumum ,3,3,Cold Forests; Plane of Risia,-
Vulture;  Giant,['(DR328 p08) - (MM p093)'],Magical Beast,-,Large ,4,3,Warm Deserts,Cohort +2
Apocalypse Frog Swarm,['(BoED p188)'],Magical Beast,Swarm,Diminutive ,5,4,Any,-
Aranea,['(MM p015)'],Magical Beast,-,Medium ,3,4,Temperate Forests,Lvl +4
Asperi,['(MM2 p02) - (3.5up p30)'],Magical Beast,Cold,Large ,4,4,Any Mountains,-
Bluespawn Ambusher,['(MM4 p136)'],Magical Beast,Dragonblood,Large ,4,4,Warm Deserts,-
Caustic Creeper,['(DR357 p040)'],Magical Beast,-,Medium ,6,4,Temperate Forests,-
Chekryan,['(Sand p142)'],Magical Beast,Psionic,Large ,3,4,Warm Deserts,-
Deep Hound,['(RoS p185)'],Magical Beast,-,Large ,6,4,Underground,-
Displacer Beast,['(MM p066)'],Magical Beast,-,Large ,6,4,Temperate Hills,Lvl +4
Fordorran,['(DU111 p091)'],Magical Beast,Psionic,Large ,6,4,Warm Deserts,Dark Sun
Griffon,['(MM p139)'],Magical Beast,-,Large ,7,4,Temperate Hills,Cohort +3
Hammerclaw,['(Storm p152)'],Magical Beast,Aquatic,Large ,6,4,Temperate Aquatic,-
Hydra;  5 Headed,['(MM p156)'],Magical Beast,-,Huge ,5,4,Temperate Marshes,-
Kruthik;  Adult,['(Mini p063)'],Magical Beast,-,Medium ,6,4,Warm Plains,-
Lion;  Celestial,['(MM p03) - (Eb p97)'],Magical Beast,AugmentedAnimal;Extraplanar,Large ,5,4,Any Upper Plane; Plane of Lamannia,Template - Celestial
Lirr,['(DU111 p094)'],Magical Beast,-,Large ,4,4,Warm Deserts,Dark Sun; Magical 
Owlbear,['(MM p206)'],Magical Beast,-,Large ,5,4,Temperate Forests,-
Rylkspawn Swarm,['(MM5 p138)'],Magical Beast,Swarm,Tiny,7,4,Underground,-
Sea Cat,['(MM p220)'],Magical Beast,-,Large ,6,4,Temperate Aquatic,-
Tirbana Slayer,['(MM5 p173)'],Magical Beast,-,Medium ,6,4,Any,-
War Turtle,['(DR343 p055)'],Magical Beast,Aquatic,Large ,6,4,Warm Aquatic,-
Avalancher,['(MM3 p01) - (MM3Errata) - (Eb p97)+'],Magical Beast,Earth,Large ,6,5,Cold Mountains; Plane of Lamannia,-
Basilisk,['(MM p023)'],Magical Beast,-,Medium ,6,5,Warm Deserts,-
Beacon Moth,['(DR322 p020)'],Magical Beast,-,Huge ,8,5,Plane of Shadow; Underground,-
Bloodlance,['(DR357 p046)'],Magical Beast,-,Large ,4,5,Temperate Forests,-
Cranium Rat Swarm;  Average Pack,['(FF p16) - (3.5up p25)'],Magical Beast,Swarm;Extraplanar;Psionic,Diminutive ,12,5,Any Outer Plane,-
Dinosaur;  Deinonychus;  Ti-Khana,['(FF p177)'],Magical Beast,-,Large ,4,5,Warm Forest; Underground,Template - Ti-Khana
Dune Reaper;  Drone,['(DU111 p088)'],Magical Beast,-,Large ,8,5,Warm Deserts,Dark Sun
Elder Serpent Huge Viper,['(DR313 p086)'],Magical Beast,AugmentedAnimal,Huge ,8,5,Temperate Hills,Template - Elder Serpent; Cohort +2
Feral Yowler,['(MM3 p05) - (MM3Errata)'],Magical Beast,-,Medium ,7,5,Temperate Mountains,-
Gambol,['(MM2 p10) - (3.5up p33)'],Magical Beast,-,Large ,8,5,Warm Forest,-
Hetfish,['(DU112 p100)'],Magical Beast,Swarm;Aquatic;Fire,Tiny,10,5,Warm Aquatic,-
Hydra;  6 Headed,['(MM p156)'],Magical Beast,-,Huge ,6,5,Temperate Marshes,-
Manticore,['(MM p179)'],Magical Beast,-,Large ,6,5,Warm Marshes,Cohort +3
Phargoin,['(Mini p066)'],Magical Beast,-,Medium ,10,5,Temperate Plains,-
Phase Spider,['(MM p207)'],Magical Beast,-,Large ,5,5,Warm Hills,-
Sphinx;  Canisphinx,['(Sand p186)'],Magical Beast,-,Large ,9,5,Warm Deserts,Cohort +3
Sphinx;  Hieracosphinx,['(MM p234)'],Magical Beast,-,Large ,9,5,Warm Deserts,Cohort +3
Sphinx;  Saurophinx,['(Sand p188)'],Magical Beast,-,Large ,8,5,Warm Deserts,Cohort +2
Spider Eater,['(MM p234)'],Magical Beast,-,Large ,4,5,Temperate Forests,-
Tirbana Spawner,['(MM5 p174)'],Magical Beast,-,Medium ,6,5,Any,-
Urskan,['(Frost p159)'],Magical Beast,Cold,Large ,5,5,Cold Hills,Lvl +4
White Hart,['(DR343 p056)'],Magical Beast,-,Large ,7,5,Any Forest,-
Winter Wolf,['(MM p256)'],Magical Beast,Cold,Large ,6,5,Cold Forests,Cohort +3
Blood Ape,['(MM2 p03) - (3.5up p30)'],Magical Beast,-,Large ,4,6,Warm Forest; Warm Mountains,-
Bluespawn Stormlizard,['(MM4 p142)'],Magical Beast,Dragonblood,Large ,6,6,Any Warm,-
Digester,['(MM p059)'],Magical Beast,-,Medium ,8,6,Warm Forests,-
Dream Serpent,['(SoX p076)'],Magical Beast,-,Large ,9,6,Warm Forest,-
Girallon,['(MM p126)'],Magical Beast,-,Large ,7,6,Warm Forests,-
Hydra;  5 Headed Cryo,['(MM p156)'],Magical Beast,Cold,Huge ,5,6,Cold Marshes,-
Hydra;  5 Headed Pyro,['(MM p156)'],Magical Beast,Fire,Huge ,5,6,Warm Marshes,-
Hydra;  7 Headed,['(MM p156)'],Magical Beast,-,Huge ,7,6,Temperate Marshes,-
Kruthik;  Greater,['(Mini p064)'],Magical Beast,-,Large ,8,6,Warm Plains,-
Lamia,['(MM p165)'],Magical Beast,-,Large ,9,6,Temperate Deserts,Lvl +4
Lith,['(Und p093)'],Magical Beast,Earth;Psionic,Medium ,4,6,Underground,Lvl +5
Prismfly Swarm,['(DR321 p072)'],Magical Beast,Swarm;Extraplanar,Fine ,10,6,Plane of Radiance,-
Quanlos,['(MM4 p122)'],Magical Beast,-,Small ,6,6,Warm Marshes,-
Redspawn Firebelcher,['(MM4 p154)'],Magical Beast,Dragonblood;Fire,Large ,8,6,Warm Hills; Warm Mountains,-
Rylkar Tormentor,['(MM5 p138)'],Magical Beast,-,Medium ,8,6,Underground,-
Sand Howler,['(DU110 p094)'],Magical Beast,-,Large ,8,6,Warm Deserts,Dark Sun
Shark;  Huge Fiendish,['(Storm p192)'],Magical Beast,Aquatic;Extraplanar,Huge ,10,6,Any Lower Plane,Template - Fiendish; Magical 
Tomb Spider,['(MM4 p164)'],Magical Beast,-,Large ,8,6,Temperate Forests; Underground,-
Whitespawn Iceskidder,['(MM4 p162)'],Magical Beast,Dragonblood;Cold,Large ,9,6,Cold Marshes; Cold Plains,-
Zezir,['(MM3 p20) - (MM3Errata) - (Eb p96)+'],Magical Beast,Fire,Medium ,9,6,Warm Deserts; Plane of Fernia,-
Bearhound,['(MM3 p016)'],Magical Beast,-,Large ,10,7,Temperate Forests,Cohort +4
Bulette,['(MM p030)'],Magical Beast,-,Huge ,9,7,Temperate Hills,-
Chimera,['(MM p034)'],Magical Beast,-,Large ,9,7,Temperate Hills,Cohort +2
Dragonne,['(MM p089)'],Magical Beast,-,Large ,9,7,Temperate Deserts,Cohort +4
Dragonne;  Axiomatic,['(Planar p111)'],Magical Beast,Extraplanar,Large ,9,7,Plane of Acheron,Cohort +8
Elsewhale,['(Planar p117)'],Magical Beast,Extraplanar,Gargantuan ,12,7,Plane of Oceanus; Plane of Styx,-
Flame Snake;  Lesser,['(FF p074)'],Magical Beast,Fire,Medium ,8,7,Any,-
Frost Salamander,['(MM2 p10) - (3.5up p3)+ - (Eb p97)'],Magical Beast,Cold,Mediumum ,12,7,Any Cold Underground; Plane of Risia,Lvl +3
Greenspawn Razorfiend,['(MM4 p146)'],Magical Beast,Dragonblood,Large ,10,7,Warm Forests; Temperate Forests; Warm Swamps; Temperate Swamps,-
Hydra;  6 Headed Cryo,['(MM p156)'],Magical Beast,Cold,Huge ,6,7,Cold Marshes,-
Hydra;  6 Headed Pyro,['(MM p156)'],Magical Beast,Fire,Huge ,6,7,Warm Marshes,-
Hydra;  8 Headed,['(MM p157)'],Magical Beast,-,Huge ,8,7,Temperate Marshes,-
Leskylor,['(BoED p17) - (DR312 p55)'],Magical Beast,-,Large ,6,7,Plane of Elysian,Lvl +6
Class(DR312 p57) Mudmaw,['(MM2 p15) - (3.5up p35)'],Magical Beast,-,Large ,8,7,Warm Marshes,-
Ramfish,['(Storm p156)'],Magical Beast,Aquatic,Large ,10,7,Temperate Aquatic,-
Remorhaz,['(MM p214)'],Magical Beast,-,Huge ,7,7,Cold Desert,-
Simurgh,['(DR334 p043)'],Magical Beast,-,Large ,10,7,Warm Hills; Warm Mountains,-
Sphinx;  Criosphinx,['(MM p233)'],Magical Beast,-,Large ,10,7,Warm Deserts,Cohort +3
Swamplight Lynx,['(MM2 p19) - (3.5up p36)'],Magical Beast,-,Large ,10,7,Any Marsh,-
Tyrg,['(DU112 p106)'],Magical Beast,-,Large ,8,7,Temperate Mountains,-
Behir,['(MM p024)'],Magical Beast,-,Huge ,9,8,Warm Hills,-
Bulette;  Karrnathi,['(5Nat p122)'],Magical Beast,-,Huge ,9,8,Cold Hills; Cold Plains,Variant
Carcass Crab,['(Eb p277)'],Magical Beast,-,Huge ,12,8,Warm Aquatic,-
Deadborn Vulture,['(MM5 p018)'],Magical Beast,-,Large ,9,8,Temperate Forest; Temperate Mountains,-
Fiend;  Pack,['(Planar p128)'],Magical Beast,Evil;Extraplanar,Large ,8,8,Plane of Hades,-
Gorgon,['(MM p137)'],Magical Beast,-,Large ,8,8,Temperate Plains,-
Gravorg,['(MM2 p11) - (3.5up p34)'],Magical Beast,-,Large ,10,8,Underground,-
Gray Render,['(MM p138)'],Magical Beast,-,Large ,10,8,Temperate Marshes,Cohort +5
Hellwasp Swarm,['(MM p23) - (Eb p97)'],Magical Beast,Swarm,Diminutive ,12,8,Plane of Gehenna; Plane of Lamannia,-
Hydra;  7 Headed Cryo,['(MM p156)'],Magical Beast,Cold,Huge ,7,8,Cold Marshes,-
Hydra;  7 Headed Pyro,['(MM p156)'],Magical Beast,Fire,Huge ,7,8,Warm Marshes,-
Hydra;  9 Headed,['(MM p157)'],Magical Beast,-,Huge ,9,8,Temperate Marshes,-
Kamadan,['(DU136 p060)'],Magical Beast,-,Large ,7,8,Temperate Hells; Temperate Mountains,Cohort +3
Kaortic Hulk,['(DR330 p035)'],Magical Beast,Extraplanar,Huge ,9,8,Plane of Far Realm,-
Kuldurath,['(FF p116)'],Magical Beast,Extraplanar,Large ,9,8,Plane of Outlands,-
Lammasu,['(MM p165)'],Magical Beast,-,Large ,7,8,Temperate Deserts,Lvl +5
Legendary Horse;  Celestial,['(DU149 p059)'],Magical Beast,AgumentedAnimal,Large ,18,8,Any Upper Plane,Template - Celestial; Magical 
Limbo Stalker,['(Planar p126)'],Magical Beast,Chaos;Extraplanar,Large ,8,8,Plane of Limbo,-
Nethersight Mastiff,['(MM2 p16) - (3.5up p35)'],Magical Beast,-,Large ,10,8,Any Cold Land; Any Temperate Land,-
Sisiutl,['(Storm p159)'],Magical Beast,Aquatic,Huge ,10,8,Temperate Aquatic,-
Sphinx;  Gynosphinx,['(MM p233)'],Magical Beast,-,Large ,8,8,Warm Deserts,Cohort +4
Sphinx;  Threskiphinx,['(Sand p188)'],Magical Beast,-,Large ,10,8,Warm Deserts,Cohort +5
Tusk Terror,['(MM5 p182)'],Magical Beast,-,Medium ,13,8,Warm Hills; Warm Mountains; Temperate Hills; Temperate Mountains; Temperate Forests,-
Ankheg;  Chimeric,['(MM2 p20) - (3.5up p31)'],Magical Beast,-,Large ,9,9,Temperate Forests; Temperate Plains; Warm Forest; Warm Plains; Underground,Template - Chimeric
Blackspawn Stalker,['(MM4 p134)'],Magical Beast,Dragonblood,Large ,10,9,Warm Swamps; Temperate Swamps,-
Bluespawn Burrower,['(MM4 p138)'],Magical Beast,Dragonblood,Large ,12,9,Any Desert,-
"Bulette;  Axiomatic (aka ""Perfect Landshark"")",['(MotP p19) - (3.5up p2)+ - (Eb p94)'],Magical Beast,-,Huge ,9,9,Plane of Mechanus; Plane of Daanvi,Template - Axiomatic
Dune Reaper;  Warrior,['(DU111 p088)'],Magical Beast,Psionic,Large ,12,9,Warm Deserts,Dark Sun
Gray Shiver,['(DR343 p046)'],Magical Beast,-,Diminutive ,9,9,Any,-
Hydra;  8 Headed Cryo,['(MM p157)'],Magical Beast,Cold,Huge ,8,9,Cold Marshes,-
